,jstime,valence,arousal,video
14506,725300,5.0,5.0,7
14507,725350,5.0,5.0,7
14508,725400,5.0,5.0,7
14509,725450,5.0,5.0,7
14510,725500,5.0,5.0,7
14511,725550,5.0,5.0,7
14512,725600,5.0,5.0,7
14513,725650,5.0,5.0,7
14514,725700,5.0,5.0,7
14515,725750,5.0,5.0,7
14516,725800,5.0,5.0,7
14517,725850,5.0,5.0,7
14518,725900,5.0,5.0,7
14519,725950,5.0,5.0,7
14520,726000,5.0,5.0,7
14521,726050,5.0,5.0,7
14522,726100,5.0,5.0,7
14523,726150,5.0,5.0,7
14524,726200,5.0,5.0,7
14525,726250,5.0,5.0,7
14526,726300,5.0,5.0,7
14527,726350,5.0,5.0,7
14528,726400,5.0,5.0,7
14529,726450,5.0,5.0,7
14530,726500,5.0,5.0,7
14531,726550,5.0,5.0,7
14532,726600,5.0,5.0,7
14533,726650,5.0,5.0,7
14534,726700,5.0,5.0,7
14535,726750,5.0,5.0,7
14536,726800,5.0,5.0,7
14537,726850,5.0,5.0,7
14538,726900,5.0,5.0,7
14539,726950,5.0,5.0,7
14540,727000,5.0,5.0,7
14541,727050,5.0,5.0,7
14542,727100,5.0,5.0,7
14543,727150,5.0,5.0,7
14544,727200,5.0,5.0,7
14545,727250,5.0,5.0,7
14546,727300,5.0,5.0,7
14547,727350,5.0,5.0,7
14548,727400,5.0,5.0,7
14549,727450,5.0,5.0,7
14550,727500,5.0,5.0,7
14551,727550,5.0,5.0,7
14552,727600,5.0,5.0,7
14553,727650,5.0,5.0,7
14554,727700,5.0,5.0,7
14555,727750,5.0,5.0,7
14556,727800,5.0,5.0,7
14557,727850,5.0,5.0,7
14558,727900,5.0,5.0,7
14559,727950,5.0,5.0,7
14560,728000,5.0,5.0,7
14561,728050,5.0,5.0,7
14562,728100,5.0,5.0,7
14563,728150,5.0,5.0,7
14564,728200,5.0,5.0,7
14565,728250,5.0,5.0,7
14566,728300,5.0,5.0,7
14567,728350,5.0,5.0,7
14568,728400,5.0,5.0,7
14569,728450,5.0,5.0,7
14570,728500,5.0,5.0,7
14571,728550,5.0,5.0,7
14572,728600,5.0,5.0,7
14573,728650,5.0,5.0,7
14574,728700,5.0,5.0,7
14575,728750,5.0,5.0,7
14576,728800,5.0,5.0,7
14577,728850,5.0,5.0,7
14578,728900,5.0,5.0,7
14579,728950,5.0,5.0,7
14580,729000,5.0,5.0,7
14581,729050,5.0,5.0,7
14582,729100,5.0,5.0,7
14583,729150,5.0,5.0,7
14584,729200,5.0,5.0,7
14585,729250,5.0,5.0,7
14586,729300,5.0,5.0,7
14587,729350,5.0,5.0,7
14588,729400,5.0,5.0,7
14589,729450,5.0,5.0,7
14590,729500,5.0,5.0,7
14591,729550,5.0,5.0,7
14592,729600,5.0,5.0,7
14593,729650,5.0,5.0,7
14594,729700,5.0,5.0,7
14595,729750,5.0,5.0,7
14596,729800,5.0,5.0,7
14597,729850,5.0,5.0,7
14598,729900,5.0,5.0,7
14599,729950,5.0,5.0,7
14600,730000,5.0,5.0,7
14601,730050,5.0,5.0,7
14602,730100,5.0,5.0,7
14603,730150,5.0,5.0,7
14604,730200,5.0,5.0,7
14605,730250,5.0,5.0,7
14606,730300,5.0,5.0,7
14607,730350,5.0,5.0,7
14608,730400,5.0,5.0,7
14609,730450,5.0,5.0,7
14610,730500,5.0,5.0,7
14611,730550,5.0,5.0,7
14612,730600,5.0,5.0,7
14613,730650,5.0,5.0,7
14614,730700,5.0,5.0,7
14615,730750,5.0,5.0,7
14616,730800,5.0,5.0,7
14617,730850,5.0,5.0,7
14618,730900,5.0,5.0,7
14619,730950,5.0,5.0,7
14620,731000,5.0,5.0,7
14621,731050,5.0,5.0,7
14622,731100,5.0,5.0,7
14623,731150,5.0,5.0,7
14624,731200,5.0,5.0,7
14625,731250,5.0,5.0,7
14626,731300,5.0,5.0,7
14627,731350,5.0,5.0,7
14628,731400,5.0,5.0,7
14629,731450,5.0,5.0,7
14630,731500,5.0,5.0,7
14631,731550,5.0,5.0,7
14632,731600,5.0,5.0,7
14633,731650,5.0,5.0,7
14634,731700,5.0,5.0,7
14635,731750,5.0,5.0,7
14636,731800,5.0,5.0,7
14637,731850,5.0,5.0,7
14638,731900,5.0,5.0,7
14639,731950,5.0,5.0,7
14640,732000,5.0,5.0,7
14641,732050,5.0,5.0,7
14642,732100,5.0,5.0,7
14643,732150,5.0,5.0,7
14644,732200,5.0,5.0,7
14645,732250,5.0,5.0,7
14646,732300,5.0,5.0,7
14647,732350,5.0,5.0,7
14648,732400,5.0,5.0,7
14649,732450,5.0,5.0,7
14650,732500,5.0,5.0,7
14651,732550,5.0,5.0,7
14652,732600,5.0,5.0,7
14653,732650,5.0,5.0,7
14654,732700,5.0,5.0,7
14655,732750,5.0,5.0,7
14656,732800,5.0,5.0,7
14657,732850,5.0,5.0,7
14658,732900,5.0,5.0,7
14659,732950,5.0,5.0,7
14660,733000,5.0,5.0,7
14661,733050,5.0,5.0,7
14662,733100,5.0,5.0,7
14663,733150,5.0,5.0,7
14664,733200,5.0,5.0,7
14665,733250,5.0,5.0,7
14666,733300,5.0,5.0,7
14667,733350,5.0,5.0,7
14668,733400,5.0,5.0,7
14669,733450,5.0,5.0,7
14670,733500,5.0,5.0,7
14671,733550,5.0,5.0,7
14672,733600,5.0,5.0,7
14673,733650,5.0,5.0,7
14674,733700,4.999,5.0,7
14675,733750,4.995,5.0,7
14676,733800,4.995,5.0,7
14677,733850,4.995,5.0,7
14678,733900,4.995,5.0,7
14679,733950,4.995,5.0,7
14680,734000,4.994,5.0,7
14681,734050,4.992,5.0,7
14682,734100,4.992,5.0,7
14683,734150,4.989,5.0,7
14684,734200,4.981,5.0,7
14685,734250,4.978,5.0,7
14686,734300,4.969,5.0,7
14687,734350,4.964,5.0,7
14688,734400,4.964,5.0,7
14689,734450,4.964,5.0,7
14690,734500,4.964,5.0,7
14691,734550,4.964,5.0,7
14692,734600,4.964,5.0,7
14693,734650,4.964,5.0,7
14694,734700,4.964,5.0,7
14695,734750,4.964,5.0,7
14696,734800,4.964,5.0,7
14697,734850,4.964,5.0,7
14698,734900,4.964,5.0,7
14699,734950,4.964,5.0,7
14700,735000,4.964,5.0,7
14701,735050,4.964,5.0,7
14702,735100,4.964,5.0,7
14703,735150,4.964,5.0,7
14704,735200,4.964,5.0,7
14705,735250,4.964,5.0,7
14706,735300,4.964,5.0,7
14707,735350,4.964,5.0,7
14708,735400,4.964,5.0,7
14709,735450,4.964,5.0,7
14710,735500,4.964,5.0,7
14711,735550,4.964,5.0,7
14712,735600,4.964,5.0,7
14713,735650,4.964,5.0,7
14714,735700,4.964,5.0,7
14715,735750,4.964,5.0,7
14716,735800,4.964,5.0,7
14717,735850,4.964,5.0,7
14718,735900,4.964,5.0,7
14719,735950,4.964,5.0,7
14720,736000,4.964,5.0,7
14721,736050,4.963,5.0,7
14722,736100,4.961,5.0,7
14723,736150,4.956,5.0,7
14724,736200,4.955,5.0,7
14725,736250,4.955,5.0,7
14726,736300,4.955,5.0,7
14727,736350,4.955,5.0,7
